"duration","response_date","responseid","consent_1","consent_2","consent_3","failed_vpn_1","failed_vpn_2","failed_vpn_3","tutorial_slider_ck","tutorial_age_ck","tutorial_occ_ck","tutorial_resource_ck","attention_ck_midsurvey","importance_age","importance_race","importance_nchildren","importance_political","importance_criminal","importance_health","importance_occupation","importance_upbrinding","decision_style","decision_style_text","demog_age","demog_race","demog_race_text","demog_education","demog_work","demog_work_text","demog_political","demog_strong_dem","demog_strong_rep","demog_party_closeness","demog_liberal_conserv","demog_strong_lib","demog_strong_cons","demog_closer_lib","feedback","embeddedCode"
546,"2020-10-30 09:44:02","R_D8eceq1IK2pGpmV","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Not at all important","Not at all important","Extremely Important","Moderately Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",36,"Caucasian/White (non-Hispanic)","","2-year college degree","I am unemployed","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","If you are worried about people possibly taking your survey twice, you can always set up qualifications so that they are unable to take it a second time because some people take hundreds of surveys a week and it is very hard to figure out what was taken.",52.8352977290832
666,"2020-10-30 09:44:26","R_1MLrPh9WDhastw6","Yes","Yes","Yes",NA,NA,NA,84,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Neutral","Low importance","Slightly important","Neutral","Very Important","Low importance","Extremely Important","Extremely Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",34,"Caucasian/White (non-Hispanic)","","2-year college degree","I am a full time student,I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",53.8047619317204
509,"2020-10-30 09:44:31","R_5zPt7948OpYWMmd","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Not at all important","Not at all important","Not at all important","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",38,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",12.9665215234194
563,"2020-10-30 09:45:03","R_2AHbpDO4UCNmH6J","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Criminal History","Extremely Important","Not at all important","Not at all important","Not at all important","Extremely Important","Very Important","Neutral","Moderately Important","I compared the two persons attribute by attribute","",36,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",27.0399736147467
205,"2020-10-30 09:46:14","R_TonkIpcxk9m2B4R","Yes","Yes","Yes",NA,NA,NA,78,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Neutral","Low importance","Slightly important","Slightly important","Moderately Important","Very Important","Very Important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",29,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",18.1950688192609
200,"2020-10-30 09:46:50","R_1lcmKdNGN5ISLOz","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Criminal History","Very Important","Low importance","Neutral","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","I used both (1) and (2)","",28,"Caucasian/White (non-Hispanic)","","4-year college degree","I am a full time student,I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",15.2970186100102
667,"2020-10-30 09:46:55","R_8qCGdwEPFmToBln","Yes","Yes","Yes",NA,NA,NA,80,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Not at all important","Moderately Important","Not at all important","Moderately Important","Moderately Important","Slightly important","Slightly important","I compared the two persons attribute by attribute","",52,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Closer to the Democratic Party","Liberal","Not very strong liberal","","","",36.0653098842747
803,"2020-10-30 09:46:58","R_3RxeVI7iePw1ONL","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Moderately Important","Not at all important","Not at all important","Very Important","Not at all important","Low importance","I used both (1) and (2)","",54,"Caucasian/White (non-Hispanic)","","4-year college degree","I work part time","","Democrat","Strong","","","Liberal","Strong liberal","","","",55.2051427821175
251,"2020-10-30 09:51:03","R_25tMUmZjELvpIIf","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Criminal History,National Origin","Slightly important","Not at all important","Very Important","Moderately Important","Extremely Important","Extremely Important","Moderately Important","Extremely Important","I used both (1) and (2)","",41,"Asian/Pacific Islanders","","Some college, but no degree","I work full time","","Democrat","Not strong","","","Conservative","","Not very strong conservative","","",36.6547682815359
1078,"2020-10-30 09:51:27","R_1JK5MrIez6qpt38","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin,Location","Very Important","Slightly important","Very Important","Neutral","Moderately Important","Neutral","Very Important","Neutral","I used both (1) and (2)","",36,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Conservative","","Strong conservative","","i would like to work on this study",51.3767258833108
350,"2020-10-30 09:51:42","R_x9ocqe6SlmVsGYh","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Slightly important","Low importance","Slightly important","Moderately Important","Slightly important","Moderately Important","Not at all important","I compared the two persons attribute by attribute","",34,"Caucasian/White (non-Hispanic)","","2-year college degree","I am unemployed","","Democrat","Strong","","","Liberal","Strong liberal","","","",30.7143074292024
474,"2020-10-30 09:52:27","R_1rMOpgtz4oaYICA","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Moderately Important","Not at all important","Low importance","Very Important","Slightly important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",55,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Independent","","","Closer to the Republican Party","Moderate","","","Closer to conservatives","",17.201002462581
457,"2020-10-30 09:52:40","R_BwY1SImhVpYhC01","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Low importance","Slightly important","Not at all important","Not at all important","Extremely Important","Not at all important","Not at all important","I followed a different strategy (please explain below):","I ignored non-important attributes like race, occupation and prior crime history then compared remaining attributes.",32,"Asian/Pacific Islanders","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Independent","","","Closer to the Democratic Party","Liberal","Not very strong liberal","","","",56.7833192892799
852,"2020-10-30 09:53:12","R_NVxCWKBi6u0tKZr","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Slightly important","Extremely Important","Slightly important","Moderately Important","Extremely Important","Moderately Important","Very Important","I compared the two persons attribute by attribute","",47,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",39.366850987395
511,"2020-10-30 09:53:39","R_3PX0cpBrpMkFP5q","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Low importance","Moderately Important","Not at all important","Neutral","Moderately Important","Slightly important","Low importance","I used both (1) and (2)","",38,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work part time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","Thanks for the opportunity to participate in your research.",18.4326828328037
403,"2020-10-30 09:54:27","R_R9cDsEoSJlEpRKx","Yes","Yes","Yes",NA,NA,NA,63,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Not at all important","Very Important","Not at all important","Moderately Important","Very Important","Neutral","Neutral","I compared the two persons attribute by attribute","",25,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",28.7200833928585
749,"2020-10-30 09:56:27","R_1mJeKeqKQ4JKOjD","Yes","Yes","Yes",NA,NA,NA,63,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Low importance","Not at all important","Not at all important","Neutral","Not at all important","Not at all important","I used both (1) and (2)","",38,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",47.0332643552761
321,"2020-10-30 10:00:47","R_1CqLEaViyKrs1No","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Slightly important","Not at all important","Low importance","Low importance","Slightly important","Low importance","I followed a different strategy (please explain below):","I started each with age, then moved to occupation and health issues",34,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","",45.9887863120504
