Upbringing,Age,Criminal History,Occupation,Children,Health Issues,Race,Political Affiliation,answer,slider,responseid,question_index,condition_service_question,condition_slider
Grew up poor,40,Prior history of violent crime,firefighter,Two kids,Diabetic,Hispanic,Republican,0,,R_295qzwdJVHec7pB,1,3,1
Grew up middle class,70,None,nurse,Two kids,Physically disabled,Asian,Republican,1,5,R_3G39TSSXt1wglhF,1,11,2
Grew up poor,70,None,artist,No kids,Physically disabled,Black,Democrat,0,5,R_3G39TSSXt1wglhF,1,11,2
Grew up poor,40,Prior history of non-violent crime,Instacart shopper,No kids,Physically disabled,Black,Democrat,1,4,R_qKLaciSafbNRkm5,1,5,2
Grew up poor,70,Prior history of non-violent crime,doctor,No kids,Physically disabled,Black,Republican,0,4,R_qKLaciSafbNRkm5,1,5,2
Grew up middle class,40,None,firefighter,No kids,Mental health issues,Black,None specified,0,,R_2YXulQeWI0BQgqR,1,5,1
Grew up upper class,40,None,artist,Two kids,Diabetic,Black,Republican,1,,R_2YXulQeWI0BQgqR,1,5,1
Grew up middle class,70,None,unemployed,Two kids,Generally Healthy,Black,Democrat,0,,R_e9FxRkErkTfShhL,1,7,1
Grew up poor,70,Prior history of non-violent crime,banker,Two kids,Mental health issues,Hispanic,Republican,1,,R_e9FxRkErkTfShhL,1,7,1
Grew up middle class,70,Prior history of non-violent crime,Instacart shopper,No kids,Diabetic,White,None specified,0,,R_2rVnF4PbR9Ycery,1,16,1
Grew up upper class,20,Prior history of non-violent crime,Instacart shopper,No kids,Diabetic,White,Republican,1,,R_2rVnF4PbR9Ycery,1,16,1
Grew up upper class,20,None,doctor,No kids,Physically disabled,Black,Republican,1,,R_daLpaSX2LPobpPH,1,16,1
Grew up middle class,70,None,artist,Two kids,Mental health issues,White,Democrat,0,,R_daLpaSX2LPobpPH,1,16,1
Grew up poor,20,Prior history of non-violent crime,janitor,No kids,Diabetic,Hispanic,Democrat,1,,R_2WISzwjRIbiy9bE,1,9,1
Grew up poor,70,None,janitor,Two kids,Diabetic,Hispanic,None specified,0,,R_2WISzwjRIbiy9bE,1,9,1
Grew up upper class,70,Prior history of non-violent crime,artist,Two kids,Generally Healthy,Hispanic,None specified,1,6,R_10PnMxGlKbazp99,1,16,2
Grew up upper class,20,None,nurse,Two kids,Diabetic,Black,Republican,0,6,R_10PnMxGlKbazp99,1,16,2
Grew up upper class,20,Prior history of violent crime,janitor,Two kids,Physically disabled,Hispanic,None specified,1,4,R_XG1fU3wDIT1isk9,1,11,2
Grew up upper class,70,Prior history of violent crime,artist,Two kids,Physically disabled,White,Republican,0,4,R_XG1fU3wDIT1isk9,1,11,2
Grew up upper class,70,None,unemployed,No kids,Generally Healthy,Asian,None specified,1,7,R_31oLnxv3IaAAAYG,1,8,2
Grew up middle class,20,None,banker,No kids,Diabetic,Black,Democrat,0,7,R_31oLnxv3IaAAAYG,1,8,2
Grew up middle class,70,None,janitor,No kids,Physically disabled,Black,Republican,1,6,R_3IWzguwiJYkQzIn,1,11,2
Grew up middle class,70,None,scientist,No kids,Generally Healthy,Hispanic,Republican,0,6,R_3IWzguwiJYkQzIn,1,11,2
Grew up middle class,70,Prior history of violent crime,scientist,No kids,Mental health issues,Hispanic,None specified,1,7,R_1OlxuJSetMiU9Q4,1,6,2
Grew up middle class,70,Prior history of non-violent crime,unemployed,No kids,Mental health issues,Hispanic,Democrat,0,7,R_1OlxuJSetMiU9Q4,1,6,2
Grew up poor,70,Prior history of non-violent crime,scientist,Two kids,Diabetic,Asian,None specified,0,6,R_2490ljINR3t59Tk,1,4,2
Grew up poor,70,Prior history of violent crime,artist,No kids,Physically disabled,Black,None specified,1,6,R_2490ljINR3t59Tk,1,4,2
Grew up middle class,70,Prior history of violent crime,unemployed,Two kids,Generally Healthy,Black,Democrat,0,6,R_2thSx1A4EufvkOM,1,12,2
Grew up upper class,40,Prior history of violent crime,scientist,Two kids,Physically disabled,White,Republican,1,6,R_2thSx1A4EufvkOM,1,12,2
Grew up poor,70,Prior history of violent crime,janitor,Two kids,Physically disabled,White,Democrat,0,4,R_1dH8l4L7EMthk5P,1,1,2
Grew up middle class,40,None,artist,No kids,Physically disabled,White,Democrat,1,4,R_1dH8l4L7EMthk5P,1,1,2
Grew up middle class,70,Prior history of violent crime,banker,No kids,Mental health issues,Hispanic,Republican,1,5,R_25F2lKJaolKuJ6y,1,12,2
Grew up upper class,20,None,banker,No kids,Diabetic,Asian,None specified,0,5,R_25F2lKJaolKuJ6y,1,12,2
Grew up poor,40,Prior history of violent crime,firefighter,No kids,Mental health issues,Asian,Republican,0,,R_3PIen5jQlebgmuc,1,12,1
Grew up middle class,20,None,artist,No kids,Physically disabled,Asian,Democrat,1,,R_3PIen5jQlebgmuc,1,12,1
Grew up upper class,20,Prior history of non-violent crime,janitor,Two kids,Physically disabled,Hispanic,Republican,1,,R_3MMAyIxwRmEeWEM,1,5,1
Grew up middle class,40,None,scientist,Two kids,Generally Healthy,Black,Republican,0,,R_3MMAyIxwRmEeWEM,1,5,1
Grew up middle class,70,Prior history of violent crime,doctor,No kids,Diabetic,White,Democrat,1,,R_3sBMKjTOL581YEE,1,3,1
Grew up middle class,70,None,firefighter,Two kids,Physically disabled,Asian,Republican,0,,R_3sBMKjTOL581YEE,1,3,1
Grew up poor,70,None,firefighter,No kids,Generally Healthy,Hispanic,Republican,1,,R_3O6wpvA8nwlbM69,1,11,1
Grew up upper class,70,None,banker,No kids,Generally Healthy,White,Republican,0,,R_3O6wpvA8nwlbM69,1,11,1
Grew up upper class,20,None,doctor,No kids,Diabetic,Asian,Democrat,1,5,R_0O26O47vbmlqFwd,1,4,2
Grew up upper class,40,Prior history of violent crime,scientist,Two kids,Mental health issues,Asian,Democrat,0,5,R_0O26O47vbmlqFwd,1,4,2
Grew up middle class,40,None,unemployed,No kids,Mental health issues,Asian,Republican,0,6,R_2PbfsHreNE8uMaG,1,2,2
Grew up middle class,20,Prior history of non-violent crime,banker,Two kids,Diabetic,White,Republican,1,6,R_2PbfsHreNE8uMaG,1,2,2
Grew up upper class,20,None,unemployed,No kids,Physically disabled,Hispanic,None specified,0,4,R_1IYm7RNmiRU5qDB,1,8,2
Grew up poor,40,Prior history of violent crime,banker,No kids,Physically disabled,White,Republican,1,4,R_1IYm7RNmiRU5qDB,1,8,2
Grew up poor,20,Prior history of violent crime,banker,Two kids,Mental health issues,Hispanic,Republican,1,,R_1P0HakYQxPPs4D1,1,2,1
Grew up upper class,20,None,janitor,No kids,Physically disabled,Black,None specified,0,,R_1P0HakYQxPPs4D1,1,2,1
Grew up middle class,20,None,artist,No kids,Generally Healthy,White,None specified,0,,R_2ffA4n1VUgEAvGH,1,10,1
Grew up poor,70,None,firefighter,No kids,Generally Healthy,Black,Democrat,1,,R_2ffA4n1VUgEAvGH,1,10,1
Grew up poor,40,Prior history of non-violent crime,banker,No kids,Generally Healthy,White,None specified,0,,R_1OCT51ZbF6FP8jO,1,10,1
Grew up upper class,20,Prior history of violent crime,doctor,No kids,Physically disabled,Asian,None specified,1,,R_1OCT51ZbF6FP8jO,1,10,1
Grew up middle class,20,Prior history of non-violent crime,nurse,Two kids,Physically disabled,Asian,Democrat,1,3,R_29lS8FcH1ezsaxk,1,12,2
Grew up middle class,40,Prior history of non-violent crime,Instacart shopper,Two kids,Mental health issues,Asian,Republican,0,3,R_29lS8FcH1ezsaxk,1,12,2
Grew up poor,70,None,janitor,No kids,Generally Healthy,Hispanic,None specified,1,,R_3EhXedDTf2b8wMi,1,16,1
Grew up middle class,40,Prior history of violent crime,janitor,No kids,Diabetic,Hispanic,Republican,0,,R_3EhXedDTf2b8wMi,1,16,1
Grew up upper class,20,Prior history of non-violent crime,firefighter,No kids,Mental health issues,White,Republican,0,7,R_2V1kbMjfK19Ohkq,1,4,2
Grew up middle class,20,Prior history of non-violent crime,firefighter,Two kids,Generally Healthy,White,Democrat,1,7,R_2V1kbMjfK19Ohkq,1,4,2
Grew up poor,70,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,Hispanic,Republican,0,7,R_3HCCAQiPUSQWR0H,1,2,2
Grew up middle class,20,None,firefighter,Two kids,Mental health issues,Asian,Democrat,1,7,R_3HCCAQiPUSQWR0H,1,2,2
Grew up poor,40,None,nurse,No kids,Mental health issues,Black,None specified,1,5,R_3g6FAVtNs8YtfJg,1,12,2
Grew up poor,70,None,unemployed,No kids,Mental health issues,Asian,Democrat,0,5,R_3g6FAVtNs8YtfJg,1,12,2
Grew up poor,70,Prior history of non-violent crime,nurse,No kids,Diabetic,Black,Republican,0,,R_1ePkfjIfQVBEK1Q,1,8,1
Grew up upper class,70,Prior history of non-violent crime,doctor,No kids,Physically disabled,Hispanic,Republican,1,,R_1ePkfjIfQVBEK1Q,1,8,1
Grew up middle class,40,Prior history of non-violent crime,unemployed,Two kids,Diabetic,Black,None specified,1,3,R_1IgDjKX1onWkbz2,1,15,2
Grew up middle class,20,Prior history of non-violent crime,doctor,No kids,Physically disabled,Hispanic,Republican,0,3,R_1IgDjKX1onWkbz2,1,15,2
Grew up upper class,70,None,artist,Two kids,Physically disabled,Hispanic,None specified,0,,R_2fye9BDmwW5QbEc,1,8,1
Grew up upper class,70,Prior history of violent crime,artist,Two kids,Diabetic,Hispanic,Democrat,1,,R_2fye9BDmwW5QbEc,1,8,1
Grew up upper class,20,Prior history of violent crime,doctor,No kids,Generally Healthy,Black,None specified,0,5,R_xEoIp7DhAL5elj3,1,5,2
Grew up poor,70,None,nurse,No kids,Physically disabled,Hispanic,Republican,1,5,R_xEoIp7DhAL5elj3,1,5,2
Grew up middle class,20,Prior history of violent crime,nurse,No kids,Generally Healthy,Asian,Republican,0,,R_eDL4EK5Xxp924pP,1,9,1
Grew up poor,20,Prior history of violent crime,unemployed,Two kids,Mental health issues,White,None specified,1,,R_eDL4EK5Xxp924pP,1,9,1
Grew up middle class,40,Prior history of non-violent crime,firefighter,Two kids,Physically disabled,White,Democrat,0,5,R_28YyBME1pKnxart,1,8,2
Grew up poor,20,Prior history of non-violent crime,janitor,Two kids,Physically disabled,Hispanic,Democrat,1,5,R_28YyBME1pKnxart,1,8,2
Grew up upper class,20,Prior history of violent crime,doctor,No kids,Generally Healthy,Black,Democrat,1,,R_3Mn6UuApQb7inbV,1,1,1
Grew up middle class,70,None,banker,No kids,Mental health issues,Hispanic,Republican,0,,R_3Mn6UuApQb7inbV,1,1,1
Grew up middle class,70,None,artist,No kids,Generally Healthy,Hispanic,Democrat,1,6,R_2VConG2rkpBWMTs,1,1,2
Grew up poor,40,None,banker,No kids,Physically disabled,Asian,None specified,0,6,R_2VConG2rkpBWMTs,1,1,2
Grew up upper class,70,Prior history of violent crime,unemployed,No kids,Diabetic,White,None specified,1,,R_2f8xpbY5uDdtNzX,1,3,1
Grew up upper class,40,Prior history of non-violent crime,banker,No kids,Diabetic,Hispanic,Democrat,0,,R_2f8xpbY5uDdtNzX,1,3,1
Grew up upper class,70,Prior history of violent crime,artist,No kids,Mental health issues,Asian,Democrat,0,,R_2xXDTWMAdaBA7Be,1,11,1
Grew up middle class,20,Prior history of non-violent crime,artist,No kids,Diabetic,Black,Republican,1,,R_2xXDTWMAdaBA7Be,1,11,1
Grew up upper class,40,Prior history of violent crime,janitor,No kids,Mental health issues,Hispanic,Democrat,0,2,R_12S8CO02MnF8XgZ,1,9,2
Grew up middle class,70,Prior history of non-violent crime,artist,No kids,Diabetic,Asian,None specified,1,2,R_12S8CO02MnF8XgZ,1,9,2
Grew up poor,20,None,firefighter,No kids,Diabetic,Hispanic,Republican,0,,R_21odLmSGgMlxbjF,1,2,1
Grew up middle class,20,None,banker,Two kids,Mental health issues,Black,Republican,1,,R_21odLmSGgMlxbjF,1,2,1
Grew up upper class,20,None,firefighter,No kids,Generally Healthy,Black,None specified,1,,R_307bw4VAOaDjuBk,1,8,1
Grew up upper class,20,None,scientist,No kids,Generally Healthy,White,None specified,0,,R_307bw4VAOaDjuBk,1,8,1
Grew up middle class,40,None,artist,Two kids,Mental health issues,White,Republican,0,5,R_1Cd09SIEVTTWY84,1,7,2
Grew up middle class,20,Prior history of non-violent crime,janitor,No kids,Physically disabled,White,Democrat,1,5,R_1Cd09SIEVTTWY84,1,7,2
Grew up middle class,40,Prior history of non-violent crime,doctor,Two kids,Diabetic,Black,Democrat,1,6,R_10JCo7eRF1vRqd3,1,3,2
Grew up poor,40,Prior history of violent crime,nurse,No kids,Generally Healthy,Black,None specified,0,6,R_10JCo7eRF1vRqd3,1,3,2
Grew up middle class,40,Prior history of violent crime,Instacart shopper,No kids,Diabetic,Asian,None specified,0,,R_3IWs2h4A09aPk6M,1,1,1
Grew up middle class,20,Prior history of non-violent crime,doctor,Two kids,Mental health issues,Hispanic,Democrat,1,,R_3IWs2h4A09aPk6M,1,1,1
Grew up poor,40,Prior history of violent crime,artist,Two kids,Generally Healthy,Asian,Republican,1,,R_8bTLsbUhF8h7tCN,1,14,1
Grew up poor,40,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Hispanic,None specified,0,,R_8bTLsbUhF8h7tCN,1,14,1
Grew up poor,70,Prior history of non-violent crime,firefighter,No kids,Diabetic,Asian,Republican,0,,R_zeWKtNiANPiXnwJ,1,9,1
Grew up poor,20,None,unemployed,No kids,Diabetic,Hispanic,Republican,1,,R_zeWKtNiANPiXnwJ,1,9,1
Grew up upper class,20,Prior history of non-violent crime,artist,No kids,Diabetic,Asian,Republican,1,6,R_1jCW5d2GepPoTOJ,1,6,2
Grew up upper class,20,None,banker,No kids,Generally Healthy,Asian,None specified,0,6,R_1jCW5d2GepPoTOJ,1,6,2
Grew up poor,70,Prior history of violent crime,scientist,No kids,Diabetic,Asian,Democrat,0,,R_1dELWlwqNHaFLRP,1,10,1
Grew up poor,40,Prior history of non-violent crime,banker,Two kids,Diabetic,Black,Democrat,1,,R_1dELWlwqNHaFLRP,1,10,1
Grew up poor,20,None,unemployed,Two kids,Diabetic,White,Democrat,1,,R_2COFFKnuHW3tk0M,1,6,1
Grew up poor,40,Prior history of violent crime,janitor,No kids,Mental health issues,Black,Republican,0,,R_2COFFKnuHW3tk0M,1,6,1
Grew up poor,70,Prior history of violent crime,artist,No kids,Diabetic,Hispanic,Democrat,1,5,R_2ZBqxxS48YyTpgQ,1,6,2
Grew up middle class,20,None,banker,No kids,Physically disabled,Hispanic,Democrat,0,5,R_2ZBqxxS48YyTpgQ,1,6,2
Grew up middle class,20,None,janitor,Two kids,Diabetic,White,None specified,0,,R_RQVUC23lri8ArM5,1,11,1
Grew up poor,20,Prior history of violent crime,banker,Two kids,Mental health issues,Hispanic,None specified,1,,R_RQVUC23lri8ArM5,1,11,1
Grew up middle class,40,None,unemployed,No kids,Generally Healthy,Hispanic,Republican,1,4,R_25sztzP1IP6BU6U,1,12,2
Grew up poor,70,None,unemployed,Two kids,Mental health issues,Asian,Republican,0,4,R_25sztzP1IP6BU6U,1,12,2
Grew up middle class,40,Prior history of non-violent crime,Instacart shopper,Two kids,Physically disabled,Asian,Democrat,1,,R_2f2nba7o8hLnMas,1,10,1
Grew up middle class,40,Prior history of non-violent crime,nurse,No kids,Physically disabled,Hispanic,None specified,0,,R_2f2nba7o8hLnMas,1,10,1
Grew up poor,20,Prior history of non-violent crime,scientist,No kids,Mental health issues,Hispanic,Democrat,1,5,R_1DNdr6iMWCB9kcm,1,11,2
Grew up middle class,40,Prior history of violent crime,Instacart shopper,No kids,Generally Healthy,Black,Democrat,0,5,R_1DNdr6iMWCB9kcm,1,11,2
Grew up upper class,20,None,banker,Two kids,Physically disabled,Hispanic,Republican,0,7,R_1NE3AW6uW3e2W8R,1,3,2
Grew up poor,20,None,artist,Two kids,Diabetic,Asian,None specified,1,7,R_1NE3AW6uW3e2W8R,1,3,2
Grew up upper class,40,Prior history of non-violent crime,janitor,No kids,Diabetic,Hispanic,Democrat,0,,R_26lOSoKIr98emBg,1,3,1
Grew up poor,20,Prior history of non-violent crime,janitor,No kids,Diabetic,Asian,Republican,1,,R_26lOSoKIr98emBg,1,3,1
Grew up upper class,70,Prior history of non-violent crime,scientist,No kids,Generally Healthy,White,Republican,0,7,R_246tGE7H2Njqw7E,1,5,2
Grew up poor,20,Prior history of non-violent crime,firefighter,No kids,Diabetic,Asian,None specified,1,7,R_246tGE7H2Njqw7E,1,5,2
Grew up upper class,70,Prior history of non-violent crime,scientist,Two kids,Physically disabled,Hispanic,Democrat,0,5,R_12g0IJeoZ2pdrSY,1,7,2
Grew up poor,70,Prior history of violent crime,banker,No kids,Mental health issues,White,Republican,1,5,R_12g0IJeoZ2pdrSY,1,7,2
Grew up poor,40,Prior history of non-violent crime,artist,No kids,Diabetic,Black,Republican,0,,R_1C4wqmQSQvQv7to,1,9,1
Grew up middle class,20,Prior history of non-violent crime,artist,Two kids,Mental health issues,Hispanic,None specified,1,,R_1C4wqmQSQvQv7to,1,9,1
Grew up middle class,40,None,scientist,No kids,Diabetic,Asian,Democrat,1,,R_25WIKsqUyOdcf8W,1,14,1
Grew up poor,40,None,banker,No kids,Mental health issues,Hispanic,None specified,0,,R_25WIKsqUyOdcf8W,1,14,1
Grew up poor,20,Prior history of non-violent crime,janitor,Two kids,Mental health issues,Black,None specified,1,6,R_ZzahJN2aF6D9thT,1,1,2
Grew up upper class,20,Prior history of violent crime,banker,No kids,Physically disabled,Black,Democrat,0,6,R_ZzahJN2aF6D9thT,1,1,2
Grew up poor,20,None,nurse,No kids,Mental health issues,White,Democrat,1,,R_voVxmZPYYm8yM01,1,11,1
Grew up middle class,70,None,nurse,Two kids,Generally Healthy,White,Democrat,0,,R_voVxmZPYYm8yM01,1,11,1
Grew up poor,40,Prior history of violent crime,nurse,No kids,Physically disabled,Black,Republican,0,,R_2ROJQW4fWXkJuUH,1,2,1
Grew up middle class,40,None,doctor,No kids,Mental health issues,White,Democrat,1,,R_2ROJQW4fWXkJuUH,1,2,1
Grew up upper class,20,Prior history of non-violent crime,Instacart shopper,Two kids,Physically disabled,Hispanic,Republican,1,,R_Q5phEObVEekdAWZ,1,2,1
Grew up upper class,20,Prior history of violent crime,janitor,Two kids,Generally Healthy,Black,None specified,0,,R_Q5phEObVEekdAWZ,1,2,1
Grew up middle class,40,Prior history of violent crime,nurse,Two kids,Physically disabled,Black,Republican,0,,R_Y5GDDwtM80JESVX,1,2,1
Grew up middle class,40,Prior history of violent crime,Instacart shopper,Two kids,Generally Healthy,Hispanic,Republican,1,,R_Y5GDDwtM80JESVX,1,2,1
Grew up poor,40,None,nurse,Two kids,Generally Healthy,Asian,Democrat,1,,R_3Kvg386W86MszRa,1,15,1
Grew up middle class,70,None,nurse,Two kids,Mental health issues,Black,None specified,0,,R_3Kvg386W86MszRa,1,15,1
Grew up upper class,70,None,banker,No kids,Mental health issues,White,Republican,0,,R_3KoUhKBoyWvuSMZ,1,8,1
Grew up middle class,70,None,banker,Two kids,Diabetic,White,Republican,1,,R_3KoUhKBoyWvuSMZ,1,8,1
Grew up middle class,70,Prior history of violent crime,scientist,No kids,Mental health issues,Hispanic,Republican,1,7,R_1P1YbUKvnkllP9v,1,4,2
Grew up middle class,40,Prior history of violent crime,scientist,Two kids,Physically disabled,Hispanic,None specified,0,7,R_1P1YbUKvnkllP9v,1,4,2
Grew up upper class,70,Prior history of violent crime,unemployed,No kids,Diabetic,Asian,Republican,0,1,R_3iyQJVm0HLY5VEP,1,16,2
Grew up upper class,40,Prior history of violent crime,firefighter,No kids,Diabetic,Black,Democrat,1,1,R_3iyQJVm0HLY5VEP,1,16,2
Grew up upper class,70,None,doctor,No kids,Diabetic,Black,Democrat,0,,R_2a9OFCfBidQ3xy8,1,7,1
Grew up upper class,70,Prior history of violent crime,firefighter,Two kids,Diabetic,White,Democrat,1,,R_2a9OFCfBidQ3xy8,1,7,1
Grew up upper class,70,Prior history of violent crime,scientist,Two kids,Generally Healthy,Hispanic,Democrat,1,,R_1SS6gD8K5SyYamR,1,9,1
Grew up poor,40,Prior history of violent crime,firefighter,No kids,Diabetic,White,Democrat,0,,R_1SS6gD8K5SyYamR,1,9,1
Grew up upper class,40,None,Instacart shopper,No kids,Mental health issues,Hispanic,Republican,0,4,R_3QE3cQZJJA7mbZZ,1,11,2
Grew up middle class,70,None,nurse,No kids,Generally Healthy,White,Republican,1,4,R_3QE3cQZJJA7mbZZ,1,11,2
Grew up middle class,20,Prior history of non-violent crime,unemployed,No kids,Mental health issues,Black,Democrat,1,,R_1i85XOg0tfnECu5,1,13,1
Grew up upper class,40,None,nurse,Two kids,Physically disabled,Asian,Republican,0,,R_1i85XOg0tfnECu5,1,13,1
Grew up upper class,20,None,artist,Two kids,Generally Healthy,Black,Democrat,1,,R_1FrZQWUbsFfY8FA,1,13,1
Grew up middle class,20,Prior history of violent crime,janitor,Two kids,Physically disabled,Asian,Democrat,0,,R_1FrZQWUbsFfY8FA,1,13,1
Grew up poor,70,None,nurse,Two kids,Diabetic,Black,None specified,1,,R_20PwB4v2HfW4Akc,1,9,1
Grew up middle class,40,Prior history of non-violent crime,doctor,Two kids,Generally Healthy,White,Democrat,0,,R_20PwB4v2HfW4Akc,1,9,1
Grew up poor,40,Prior history of violent crime,banker,No kids,Physically disabled,White,Republican,0,5,R_21EAjtaJfP0MxOu,1,4,2
